"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","name_localizedValue0","usertype","birth year","gender"
82,"2018-03-01 06:11:12","2018-03-01 06:12:34",3184,"Paulus Hook",40.7141454,-74.0335519,3183,"Exchange Place",40.7162469,-74.0334588,29607,"Annual Membership","Subscriber",1989,1
159,"2018-03-01 06:12:18","2018-03-01 06:14:58",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29284,"Annual Membership","Subscriber",1973,1
385,"2018-03-01 06:12:25","2018-03-01 06:18:51",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3639,"Harborside",40.7192517,-74.034234,29434,"Annual Membership","Subscriber",1957,1
158,"2018-03-01 06:12:54","2018-03-01 06:15:33",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29511,"Annual Membership","Subscriber",1980,1
132,"2018-03-01 06:17:01","2018-03-01 06:19:13",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31765,"Annual Membership","Subscriber",1980,1
351,"2018-03-01 06:18:00","2018-03-01 06:23:51",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31938,"Annual Membership","Subscriber",1979,1
232,"2018-03-01 06:18:20","2018-03-01 06:22:12",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31875,"Annual Membership","Subscriber",1974,1
555,"2018-03-01 06:20:40","2018-03-01 06:29:56",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3202,"Newport PATH",40.7272235,-74.0337589,29536,"Join Citi Bike for $14.95/month","Subscriber",1962,1
161,"2018-03-01 06:23:44","2018-03-01 06:26:25",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26214,"Annual Membership","Subscriber",1977,1
200,"2018-03-01 06:30:30","2018-03-01 06:33:51",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31763,"Annual Membership","Subscriber",1980,1
205,"2018-03-01 06:32:19","2018-03-01 06:35:44",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,26152,"Annual Membership","Subscriber",1987,2
723,"2018-03-01 06:32:23","2018-03-01 06:44:27",3191,"Union St",40.7182113,-74.0836394,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31813,"Annual Membership","Subscriber",1990,1
403,"2018-03-01 06:34:28","2018-03-01 06:41:12",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31722,"Annual Membership","Subscriber",1980,1
211,"2018-03-01 06:35:14","2018-03-01 06:38:46",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3211,"Newark Ave",40.72152515,-74.046304543,31867,"Annual Membership","Subscriber",1985,1
329,"2018-03-01 06:37:37","2018-03-01 06:43:07",3183,"Exchange Place",40.7162469,-74.0334588,3202,"Newport PATH",40.7272235,-74.0337589,29284,"Annual Membership","Subscriber",1981,1
138,"2018-03-01 06:44:25","2018-03-01 06:46:44",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29491,"Annual Membership","Subscriber",1975,1
293,"2018-03-01 06:44:35","2018-03-01 06:49:28",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31914,"Annual Membership","Subscriber",1977,1
402,"2018-03-01 06:44:53","2018-03-01 06:51:36",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,29616,"Annual Membership","Subscriber",1990,1
487,"2018-03-01 06:46:12","2018-03-01 06:54:20",3211,"Newark Ave",40.72152515,-74.046304543,3638,"Washington St",40.7242941,-74.0354826,31867,"Join Citi Bike for $14.95/month","Subscriber",1966,1
116,"2018-03-01 06:46:20","2018-03-01 06:48:16",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31773,"Annual Membership","Subscriber",1970,1
361,"2018-03-01 06:50:03","2018-03-01 06:56:04",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,29205,"$25 Off Annual Membership","Subscriber",1986,1
458,"2018-03-01 06:51:20","2018-03-01 06:58:58",3639,"Harborside",40.7192517,-74.034234,3199,"Newport Pkwy",40.7287448,-74.0321082,29208,"Annual Membership","Subscriber",1979,1
131,"2018-03-01 06:54:32","2018-03-01 06:56:43",3213,"Van Vorst Park",40.71848892,-74.047726625,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,31870,"Annual Membership","Subscriber",1962,1
229,"2018-03-01 06:56:01","2018-03-01 06:59:50",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3639,"Harborside",40.7192517,-74.034234,29618,"Annual Membership","Subscriber",1989,1
288,"2018-03-01 06:56:08","2018-03-01 07:00:56",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,29511,"Annual Membership","Subscriber",1956,1
332,"2018-03-01 06:58:07","2018-03-01 07:03:40",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29666,"Annual Membership","Subscriber",1969,2
119,"2018-03-01 07:00:54","2018-03-01 07:02:53",3481,"York St",40.71649,-74.04105,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29597,"Annual Membership","Subscriber",1978,1
299,"2018-03-01 07:01:31","2018-03-01 07:06:30",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26288,"Annual Membership","Subscriber",1987,2
336,"2018-03-01 07:02:31","2018-03-01 07:08:08",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31828,"Annual Membership","Subscriber",1980,1
190,"2018-03-01 07:02:53","2018-03-01 07:06:03",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29644,"Annual Membership","Subscriber",1989,2
240,"2018-03-01 07:03:00","2018-03-01 07:07:00",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29672,"Annual Membership","Subscriber",1984,2
95,"2018-03-01 07:03:14","2018-03-01 07:04:50",3199,"Newport Pkwy",40.7287448,-74.0321082,3202,"Newport PATH",40.7272235,-74.0337589,31747,"Annual Membership","Subscriber",1995,2
256,"2018-03-01 07:05:34","2018-03-01 07:09:50",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31845,"Annual Membership","Subscriber",1958,1
428,"2018-03-01 07:06:00","2018-03-01 07:13:08",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3194,"McGinley Square",40.7253399253558,-74.06762212514877,26181,"Annual Membership","Subscriber",1960,1
224,"2018-03-01 07:07:03","2018-03-01 07:10:48",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31954,"Annual Membership","Subscriber",1982,1
503,"2018-03-01 07:07:13","2018-03-01 07:15:36",3639,"Harborside",40.7192517,-74.034234,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31940,"Annual Membership","Subscriber",1957,1
516,"2018-03-01 07:07:50","2018-03-01 07:16:27",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31731,"FREE Bonus Month with Annual Membership","Subscriber",1985,1
113,"2018-03-01 07:08:00","2018-03-01 07:09:54",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26201,"Annual Membership","Subscriber",1963,1
238,"2018-03-01 07:08:20","2018-03-01 07:12:19",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31776,"$25 Off Annual Membership","Subscriber",1977,2
221,"2018-03-01 07:09:11","2018-03-01 07:12:53",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31802,"FREE Bonus Month with Annual Membership","Subscriber",1991,1
525,"2018-03-01 07:10:19","2018-03-01 07:19:05",3192,"Liberty Light Rail",40.7112423,-74.0557013,3184,"Paulus Hook",40.7141454,-74.0335519,31925,"Annual Membership","Subscriber",1967,1
408,"2018-03-01 07:11:21","2018-03-01 07:18:09",3203,"Hamilton Park",40.727595966,-74.044247311,3183,"Exchange Place",40.7162469,-74.0334588,29465,"Annual Membership","Subscriber",1966,1
259,"2018-03-01 07:13:04","2018-03-01 07:17:24",3210,"Pershing Field",40.742677141,-74.051788633,3212,"Christ Hospital",40.734785818,-74.050443636,26229,"Annual Membership","Subscriber",1984,1
215,"2018-03-01 07:13:37","2018-03-01 07:17:13",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,31694,"Annual Membership","Subscriber",1987,2
402,"2018-03-01 07:14:12","2018-03-01 07:20:54",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,31813,"Join Citi Bike for $14.95/month","Subscriber",1964,1
231,"2018-03-01 07:14:28","2018-03-01 07:18:20",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26257,"Annual Membership from Citi Bike App","Subscriber",1978,1
214,"2018-03-01 07:15:36","2018-03-01 07:19:10",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31926,"Annual Membership","Subscriber",1986,1
311,"2018-03-01 07:19:49","2018-03-01 07:25:01",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29221,"Annual Membership","Subscriber",1987,2
321,"2018-03-01 07:21:45","2018-03-01 07:27:07",3639,"Harborside",40.7192517,-74.034234,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29618,"Annual Membership","Subscriber",1957,1
333,"2018-03-01 07:23:52","2018-03-01 07:29:25",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29604,"Annual Membership from Citi Bike App","Subscriber",1980,1
883,"2018-03-01 07:24:51","2018-03-01 07:39:34",3199,"Newport Pkwy",40.7287448,-74.0321082,3184,"Paulus Hook",40.7141454,-74.0335519,31728,"Annual Membership","Subscriber",1967,1
271,"2018-03-01 07:25:20","2018-03-01 07:29:51",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31766,"Annual Membership","Subscriber",1979,1
466,"2018-03-01 07:25:38","2018-03-01 07:33:24",3199,"Newport Pkwy",40.7287448,-74.0321082,3183,"Exchange Place",40.7162469,-74.0334588,29549,"Annual Membership","Subscriber",1991,1
135,"2018-03-01 07:25:39","2018-03-01 07:27:55",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,29244,"Annual Membership","Subscriber",1984,1
183,"2018-03-01 07:27:37","2018-03-01 07:30:41",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,29621,"Annual Membership from Citi Bike App","Subscriber",1988,1
574,"2018-03-01 07:28:15","2018-03-01 07:37:49",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26192,"Join Citi Bike for $14.95/month","Subscriber",1969,1
295,"2018-03-01 07:28:19","2018-03-01 07:33:14",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29219,"Annual Membership","Subscriber",1956,1
225,"2018-03-01 07:28:38","2018-03-01 07:32:24",3481,"York St",40.71649,-74.04105,3183,"Exchange Place",40.7162469,-74.0334588,29679,"Join Citi Bike for $14.95/month","Subscriber",1968,2
206,"2018-03-01 07:32:46","2018-03-01 07:36:12",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29471,"Annual Membership","Subscriber",1972,1
195,"2018-03-01 07:33:22","2018-03-01 07:36:38",3206,"Hilltop",40.7311689,-74.0575736,3640,"Journal Square",40.73367,-74.0625,26238,"NYCHA Membership (Renewal)","Subscriber",1981,1
525,"2018-03-01 07:34:03","2018-03-01 07:42:49",3185,"City Hall",40.7177325,-74.043845,3202,"Newport PATH",40.7272235,-74.0337589,31689,"Annual Membership","Subscriber",1979,2
329,"2018-03-01 07:34:31","2018-03-01 07:40:01",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,29208,"3 Day","Customer",NULL,0
213,"2018-03-01 07:35:13","2018-03-01 07:38:46",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26181,"Annual Membership","Subscriber",1987,2
171,"2018-03-01 07:36:35","2018-03-01 07:39:26",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,31799,"$25 Off Annual Membership","Subscriber",1993,1
118,"2018-03-01 07:37:30","2018-03-01 07:39:28",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29465,"Annual Membership","Subscriber",1966,1
264,"2018-03-01 07:38:19","2018-03-01 07:42:44",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,31874,"$25 Off Annual Membership","Subscriber",1988,2
163,"2018-03-01 07:39:10","2018-03-01 07:41:54",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26244,"Annual Membership","Subscriber",1969,1
296,"2018-03-01 07:39:57","2018-03-01 07:44:53",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,31700,"Annual Membership","Subscriber",1986,1
254,"2018-03-01 07:40:42","2018-03-01 07:44:57",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,31811,"Annual Membership","Subscriber",1977,1
312,"2018-03-01 07:41:01","2018-03-01 07:46:13",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31778,"Annual Membership","Subscriber",1982,2
91,"2018-03-01 07:41:28","2018-03-01 07:43:00",3187,"Warren St",40.7211236,-74.03805095,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29513,"Annual Membership","Subscriber",1988,1
285,"2018-03-01 07:42:48","2018-03-01 07:47:34",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31920,"Annual Membership","Subscriber",1978,1
258,"2018-03-01 07:43:44","2018-03-01 07:48:03",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26193,"Annual Membership","Subscriber",1989,1
697,"2018-03-01 07:44:18","2018-03-01 07:55:55",3187,"Warren St",40.7211236,-74.03805095,3194,"McGinley Square",40.7253399253558,-74.06762212514877,26156,"Join Citi Bike for $14.95/month","Subscriber",1984,1
339,"2018-03-01 07:46:16","2018-03-01 07:51:55",3207,"Oakland Ave",40.7376037,-74.0524783,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31825,"$25 Off Annual Membership","Subscriber",1989,1
342,"2018-03-01 07:46:21","2018-03-01 07:52:04",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31940,"Annual Membership from Citi Bike App","Subscriber",1983,1
205,"2018-03-01 07:46:22","2018-03-01 07:49:47",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29669,"Annual Membership","Subscriber",1990,1
522,"2018-03-01 07:46:46","2018-03-01 07:55:29",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31744,"Annual Membership from Citi Bike App","Subscriber",1990,2
224,"2018-03-01 07:48:33","2018-03-01 07:52:18",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31860,"Annual Membership","Subscriber",1994,1
217,"2018-03-01 07:48:43","2018-03-01 07:52:20",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31750,"Annual Membership","Subscriber",1990,2
497,"2018-03-01 07:49:00","2018-03-01 07:57:17",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,29586,"Annual Membership","Subscriber",1968,2
327,"2018-03-01 07:49:09","2018-03-01 07:54:36",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29634,"Annual Membership","Subscriber",1985,1
242,"2018-03-01 07:49:46","2018-03-01 07:53:48",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29582,"Annual Membership","Subscriber",1981,2
937,"2018-03-01 07:50:36","2018-03-01 08:06:13",3198,"Heights Elevator",40.748715945380226,-74.04044330120087,3211,"Newark Ave",40.72152515,-74.046304543,31779,"Annual Membership","Subscriber",1988,1
219,"2018-03-01 07:51:07","2018-03-01 07:54:47",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31690,"$25 Off Annual Membership","Subscriber",1986,1
259,"2018-03-01 07:52:24","2018-03-01 07:56:43",3202,"Newport PATH",40.7272235,-74.0337589,3203,"Hamilton Park",40.727595966,-74.044247311,31689,"Annual Membership","Subscriber",1980,1
374,"2018-03-01 07:52:41","2018-03-01 07:58:56",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29618,"Annual Membership","Subscriber",1971,1
136,"2018-03-01 07:53:47","2018-03-01 07:56:04",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26174,"Annual Membership","Subscriber",1970,1
281,"2018-03-01 07:53:51","2018-03-01 07:58:32",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31706,"Annual Membership from Citi Bike App","Subscriber",1983,1
264,"2018-03-01 07:54:18","2018-03-01 07:58:42",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3183,"Exchange Place",40.7162469,-74.0334588,26297,"Annual Membership","Subscriber",1965,1
371,"2018-03-01 07:55:22","2018-03-01 08:01:33",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29641,"Annual Membership","Subscriber",1988,2
116,"2018-03-01 07:56:06","2018-03-01 07:58:03",3639,"Harborside",40.7192517,-74.034234,3183,"Exchange Place",40.7162469,-74.0334588,29681,"$35 Off Annual Membership","Subscriber",NULL,0
459,"2018-03-01 07:56:24","2018-03-01 08:04:04",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31813,"Annual Membership","Subscriber",1985,2
2664,"2018-03-01 07:56:44","2018-03-01 08:41:09",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3201,"Dey St",40.737711,-74.066921,31825,"Annual Membership","Subscriber",1966,1
268,"2018-03-01 07:57:14","2018-03-01 08:01:42",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31877,"Annual Membership","Subscriber",1983,2
242,"2018-03-01 07:57:14","2018-03-01 08:01:16",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29280,"Annual Membership","Subscriber",1972,1
239,"2018-03-01 07:59:52","2018-03-01 08:03:51",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3481,"York St",40.71649,-74.04105,31744,"$25 Off Annual Membership","Subscriber",NULL,0
200,"2018-03-01 08:01:03","2018-03-01 08:04:24",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31689,"Annual Membership","Subscriber",1975,1
211,"2018-03-01 08:01:10","2018-03-01 08:04:41",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29611,"Annual Membership","Subscriber",1971,2
354,"2018-03-01 08:01:22","2018-03-01 08:07:16",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31918,"Annual Membership","Subscriber",1983,2
