"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","name_localizedValue0","usertype","birth year","gender"
252,"2018-02-01 07:23:43","2018-02-01 07:27:55",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31689,"Annual Membership","Subscriber",1978,1
307,"2018-02-01 07:25:59","2018-02-01 07:31:06",3639,"Harborside",40.7192517,-74.034234,3267,"Morris Canal",40.7124188237569,-74.03852552175522,31760,"Annual Membership","Subscriber",1957,1
144,"2018-02-01 07:28:43","2018-02-01 07:31:08",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,31708,"$25 Off Annual Membership","Subscriber",1993,1
155,"2018-02-01 07:29:12","2018-02-01 07:31:48",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,31705,"Annual Membership","Subscriber",NULL,0
302,"2018-02-01 07:30:36","2018-02-01 07:35:38",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,31750,"$25 Off Annual Membership","Subscriber",1988,2
132,"2018-02-01 07:30:39","2018-02-01 07:32:52",3639,"Harborside",40.7192517,-74.034234,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,29666,"$25 Off Annual Membership","Subscriber",1988,1
246,"2018-02-01 07:32:22","2018-02-01 07:36:28",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29608,"Annual Membership","Subscriber",1992,1
163,"2018-02-01 07:32:22","2018-02-01 07:35:06",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29615,"Annual Membership","Subscriber",1976,1
332,"2018-02-01 07:32:33","2018-02-01 07:38:05",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31822,"Annual Membership","Subscriber",1973,1
520,"2018-02-01 07:33:41","2018-02-01 07:42:22",3203,"Hamilton Park",40.727595966,-74.044247311,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31751,"Annual Membership from Citi Bike App","Subscriber",1984,2
264,"2018-02-01 07:35:55","2018-02-01 07:40:19",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31843,"Annual Membership","Subscriber",1977,1
419,"2018-02-01 07:35:57","2018-02-01 07:42:56",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31760,"Annual Membership from Citi Bike App","Subscriber",1983,1
494,"2018-02-01 07:36:26","2018-02-01 07:44:40",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,26289,"Annual Membership","Subscriber",1979,1
790,"2018-02-01 07:36:40","2018-02-01 07:49:50",3203,"Hamilton Park",40.727595966,-74.044247311,3183,"Exchange Place",40.7162469,-74.0334588,31829,"Annual Membership from Citi Bike App","Subscriber",1988,2
382,"2018-02-01 07:37:26","2018-02-01 07:43:49",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29610,"Annual Membership","Subscriber",1983,1
394,"2018-02-01 07:37:59","2018-02-01 07:44:33",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3280,"Astor Place",40.71928220070702,-74.07126188278198,29613,"Join Citi Bike for $14.95/month","Subscriber",1964,1
134,"2018-02-01 07:38:16","2018-02-01 07:40:31",3183,"Exchange Place",40.7162469,-74.0334588,3184,"Paulus Hook",40.7141454,-74.0335519,29615,"Annual Membership","Subscriber",1966,1
277,"2018-02-01 07:39:26","2018-02-01 07:44:03",3207,"Oakland Ave",40.7376037,-74.0524783,3640,"Journal Square",40.73367,-74.0625,29618,"Annual Membership","Subscriber",1986,1
334,"2018-02-01 07:40:14","2018-02-01 07:45:48",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3184,"Paulus Hook",40.7141454,-74.0335519,29666,"Annual Membership","Subscriber",1986,1
261,"2018-02-01 07:41:11","2018-02-01 07:45:32",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31754,"Join Citi Bike for $14.95/month","Subscriber",1973,1
248,"2018-02-01 07:41:34","2018-02-01 07:45:42",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31811,"Annual Membership","Subscriber",1989,1
330,"2018-02-01 07:41:40","2018-02-01 07:47:11",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31747,"Annual Membership","Subscriber",1982,2
987,"2018-02-01 07:42:40","2018-02-01 07:59:07",3202,"Newport PATH",40.7272235,-74.0337589,3187,"Warren St",40.7211236,-74.03805095,31776,"$25 Off Annual Membership","Subscriber",1971,1
459,"2018-02-01 07:43:20","2018-02-01 07:50:59",3199,"Newport Pkwy",40.7287448,-74.0321082,3183,"Exchange Place",40.7162469,-74.0334588,31875,"Annual Membership","Subscriber",1963,1
1046,"2018-02-01 07:46:53","2018-02-01 08:04:20",3191,"Union St",40.7182113,-74.0836394,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31772,"Annual Membership","Subscriber",1971,2
250,"2018-02-01 07:49:47","2018-02-01 07:53:58",3187,"Warren St",40.7211236,-74.03805095,3183,"Exchange Place",40.7162469,-74.0334588,31864,"Annual Membership","Subscriber",1971,1
260,"2018-02-01 07:49:50","2018-02-01 07:54:11",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31934,"Annual Membership","Subscriber",1968,1
304,"2018-02-01 07:50:37","2018-02-01 07:55:41",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29577,"Annual Membership","Subscriber",1986,2
611,"2018-02-01 07:51:52","2018-02-01 08:02:03",3195,"Sip Ave",40.73074262530658,-74.06378388404846,3195,"Sip Ave",40.73074262530658,-74.06378388404846,29607,"Annual Membership","Subscriber",1967,1
196,"2018-02-01 07:52:23","2018-02-01 07:55:40",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,26197,"Annual Membership","Subscriber",1990,1
111,"2018-02-01 07:54:11","2018-02-01 07:56:02",3187,"Warren St",40.7211236,-74.03805095,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,31767,"Annual Membership","Subscriber",1988,1
544,"2018-02-01 07:54:48","2018-02-01 08:03:53",3203,"Hamilton Park",40.727595966,-74.044247311,3184,"Paulus Hook",40.7141454,-74.0335519,33463,"Annual Membership","Subscriber",1976,1
271,"2018-02-01 07:55:59","2018-02-01 08:00:30",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29626,"Annual Membership","Subscriber",1975,2
250,"2018-02-01 07:56:19","2018-02-01 08:00:30",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31727,"Annual Membership","Subscriber",1981,1
514,"2018-02-01 07:57:30","2018-02-01 08:06:05",3203,"Hamilton Park",40.727595966,-74.044247311,3639,"Harborside",40.7192517,-74.034234,31695,"Annual Membership","Subscriber",1966,1
386,"2018-02-01 07:57:51","2018-02-01 08:04:17",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73074262530658,-74.06378388404846,26289,"Annual Membership","Subscriber",1985,2
191,"2018-02-01 07:58:04","2018-02-01 08:01:15",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29674,"Annual Membership","Subscriber",1970,1
292,"2018-02-01 07:58:51","2018-02-01 08:03:44",3213,"Van Vorst Park",40.71848892,-74.047726625,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,31721,"Annual Membership from Citi Bike App","Subscriber",1987,1
290,"2018-02-01 07:59:10","2018-02-01 08:04:00",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31927,"Annual Membership","Subscriber",1987,1
305,"2018-02-01 08:00:33","2018-02-01 08:05:38",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31833,"Annual Membership","Subscriber",1978,2
489,"2018-02-01 08:01:41","2018-02-01 08:09:50",3203,"Hamilton Park",40.727595966,-74.044247311,3183,"Exchange Place",40.7162469,-74.0334588,31914,"Annual Membership","Subscriber",1956,1
255,"2018-02-01 08:01:43","2018-02-01 08:05:59",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31777,"Annual Membership","Subscriber",1989,2
215,"2018-02-01 08:02:11","2018-02-01 08:05:47",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29641,"Join Citi Bike for $14.95/month","Subscriber",1974,1
479,"2018-02-01 08:02:22","2018-02-01 08:10:22",3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,3640,"Journal Square",40.73367,-74.0625,31861,"Annual Membership","Subscriber",1990,1
397,"2018-02-01 08:02:26","2018-02-01 08:09:04",3192,"Liberty Light Rail",40.7112423,-74.0557013,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,31694,"Annual Membership","Subscriber",1980,1
299,"2018-02-01 08:02:41","2018-02-01 08:07:41",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31725,"Annual Membership","Subscriber",1958,1
412,"2018-02-01 08:05:15","2018-02-01 08:12:07",3192,"Liberty Light Rail",40.7112423,-74.0557013,3185,"City Hall",40.7177325,-74.043845,31920,"Annual Membership","Subscriber",1977,1
333,"2018-02-01 08:05:36","2018-02-01 08:11:09",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31866,"Join Citi Bike for $14.95/month","Subscriber",1988,2
267,"2018-02-01 08:06:37","2018-02-01 08:11:04",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3211,"Newark Ave",40.72152515,-74.046304543,31817,"Annual Membership","Subscriber",1959,2
291,"2018-02-01 08:07:25","2018-02-01 08:12:17",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29587,"Annual Membership","Subscriber",1968,1
303,"2018-02-01 08:07:31","2018-02-01 08:12:35",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,31816,"Annual Membership","Subscriber",1985,1
858,"2018-02-01 08:07:45","2018-02-01 08:22:03",3203,"Hamilton Park",40.727595966,-74.044247311,3184,"Paulus Hook",40.7141454,-74.0335519,31842,"Annual Membership","Subscriber",1977,2
318,"2018-02-01 08:08:47","2018-02-01 08:14:05",3203,"Hamilton Park",40.727595966,-74.044247311,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31686,"Annual Membership","Subscriber",1979,1
302,"2018-02-01 08:10:31","2018-02-01 08:15:34",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29662,"Annual Membership","Subscriber",1990,2
1031,"2018-02-01 08:11:42","2018-02-01 08:28:53",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26229,"Annual Membership","Subscriber",1982,1
260,"2018-02-01 08:12:06","2018-02-01 08:16:26",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29580,"Annual Membership","Subscriber",1981,2
346,"2018-02-01 08:12:59","2018-02-01 08:18:45",3203,"Hamilton Park",40.727595966,-74.044247311,3202,"Newport PATH",40.7272235,-74.0337589,29655,"Annual Membership","Subscriber",1979,1
245,"2018-02-01 08:13:11","2018-02-01 08:17:16",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31742,"Annual Membership","Subscriber",1971,1
584,"2018-02-01 08:14:03","2018-02-01 08:23:47",3209,"Brunswick St",40.7241765,-74.0506564,3184,"Paulus Hook",40.7141454,-74.0335519,29598,"Annual Membership","Subscriber",1994,1
348,"2018-02-01 08:14:10","2018-02-01 08:19:58",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3183,"Exchange Place",40.7162469,-74.0334588,29591,"Join Citi Bike for $14.95/month","Subscriber",1980,1
232,"2018-02-01 08:15:59","2018-02-01 08:19:51",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31731,"FREE Bonus Month with Annual Membership","Subscriber",1979,1
191,"2018-02-01 08:16:12","2018-02-01 08:19:23",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29669,"Annual Membership","Subscriber",1972,1
165,"2018-02-01 08:16:54","2018-02-01 08:19:39",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31763,"Annual Membership","Subscriber",1968,1
394,"2018-02-01 08:19:24","2018-02-01 08:25:59",3211,"Newark Ave",40.72152515,-74.046304543,3184,"Paulus Hook",40.7141454,-74.0335519,31817,"Annual Membership","Subscriber",1989,1
413,"2018-02-01 08:19:36","2018-02-01 08:26:30",3183,"Exchange Place",40.7162469,-74.0334588,3267,"Morris Canal",40.7124188237569,-74.03852552175522,29641,"Join Citi Bike for $14.95/month","Subscriber",1986,2
178,"2018-02-01 08:22:30","2018-02-01 08:25:29",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31799,"Annual Membership","Subscriber",1989,1
473,"2018-02-01 08:22:51","2018-02-01 08:30:45",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,29616,"FREE Bonus Month with Annual Membership","Subscriber",1985,2
177,"2018-02-01 08:23:15","2018-02-01 08:26:13",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31684,"Annual Membership","Subscriber",1959,1
255,"2018-02-01 08:23:16","2018-02-01 08:27:32",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26175,"Annual Membership","Subscriber",1980,1
515,"2018-02-01 08:23:58","2018-02-01 08:32:34",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3214,"Essex Light Rail",40.7127742,-74.0364857,31843,"Annual Membership","Subscriber",1972,1
253,"2018-02-01 08:24:05","2018-02-01 08:28:19",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3638,"Washington St",40.7242941,-74.0354826,31751,"Annual Membership","Subscriber",NULL,0
284,"2018-02-01 08:26:08","2018-02-01 08:30:53",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,26317,"Annual Membership","Subscriber",1983,2
281,"2018-02-01 08:26:11","2018-02-01 08:30:53",3214,"Essex Light Rail",40.7127742,-74.0364857,3183,"Exchange Place",40.7162469,-74.0334588,31938,"Annual Membership","Subscriber",1980,1
245,"2018-02-01 08:26:47","2018-02-01 08:30:52",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73074262530658,-74.06378388404846,31687,"Annual Membership","Subscriber",1989,1
200,"2018-02-01 08:27:15","2018-02-01 08:30:35",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31721,"$25 Off Annual Membership","Subscriber",1986,1
158,"2018-02-01 08:27:55","2018-02-01 08:30:34",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,31926,"Annual Membership","Subscriber",1986,1
322,"2018-02-01 08:28:13","2018-02-01 08:33:36",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3183,"Exchange Place",40.7162469,-74.0334588,31884,"Annual Membership","Subscriber",1985,1
186,"2018-02-01 08:29:16","2018-02-01 08:32:22",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3183,"Exchange Place",40.7162469,-74.0334588,29641,"Annual Membership","Subscriber",1992,1
